"id","tipo","estado","so","ga_indice","p_indice","t_indice","pc_indice","pc_metodos","pc_respuesta","pc_activacion","pc_celeridad","pg_indice","pg_mec","pg_formato","pg_actores","pg_func","pg_seg","tc_indice","tcai_indice","tcai_completitud","tcai_claridad","tcai_celeridad","tctp_indice","tctp_google","tctp_buscador","tctp_confiabilidad","tctp_comprensibilidad","tctp_interaccion","tctp_fecha_act","tg_indice","tgda_indice","tgda_accesible","tgda_digital","tgda_leg_maq","tgda_gratuito","tgda_lic_abierta","tgda_formato_abierto","tgda_oportuno","tgda_url","tgda_no_disc","tgda_integral","tgda_interaccion","tgta_indice","tgai_indice","tgai_respuesta","tgai_plazo","tgai_prorroga"
617,"Descentralizado","Federal","Instituto Nacional de las Personas Adultas Mayores",0.452091506,0.21,0.694183012,0.15,0.6,0,0,0,0.27,1,0.66,0,0,0,0.638210128,0.757016881,0.833333333,1,0.437717309,0.46,1,0.5,0.25,1,0,0,0.750155896,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,0.969009826,1,0.907029478,1
618,"Descentralizado","Federal","Instituto de Salud para el Bienestar",0.445738147,0.4,0.491476293,0.53,0.8,1,0,0.333333333,0.27,1,0.66,0,0,0,0.418103448,0.69683908,1,0.75,0.340517241,0,0,0,0,0,0,0,0.564849138,0,0,0,0,0,0,0,0,0,0,0,0,0.09375,0.89454023,1,0.706896552,0.976724138
619,"Descentralizado","Federal","Petróleos Mexicanos",0.590700441,0.555,0.626400882,0.58,0.8,1,0,0.5,0.53,1,0.33,0,1,0,0.478865831,0.518109718,0.666666667,0.75,0.137662488,0.42,0,1,0,1,0,0.5,0.773935933,0.77,0.5,1,1,1,1,1,0,1,1,1,0,1,0.661559889,0.944986072,0.353064067,0.686629526
620,"Ejecutivo","Federal","Presidencia de la República",0.438965776,0.075,0.802931553,0.15,0.6,0,0,0,0,0,0,0,0,0,0.727324772,0.738874619,1,0.916666667,0.299957192,0.71,1,1,0.25,1,0,1,0.878538334,0.77,0.5,1,1,1,1,1,0,1,1,1,0,0.967741935,0.852026256,1,0.674657534,0.881421233
621,"Ejecutivo","Federal","Secretaría de Agricultura y Desarrollo Rural",0.733719997,0.66,0.807439994,0.75,1,1,0,1,0.57,1,0.66,0,1,0,0.643937164,0.739895273,0.833333333,0.75,0.636352486,0.5,1,0.5,0.5,1,0,0,0.970942825,0.77,0.5,1,1,1,1,1,0,1,1,1,0,1,0.989904708,0.996603453,0.982168129,0.990942542
622,"Ejecutivo","Federal","Secretaría de Bienestar",0.756868443,0.91,0.603736886,0.95,0.8,1,1,1,0.87,1,0.66,0,1,1,0.455236467,0.478727445,0.5,0.666666667,0.26951567,0.42,1,0.5,0,1,0,0,0.752237305,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.783140607,1,0.573655103,0.775766717
623,"Ejecutivo","Federal","Secretaría de Economía",0.573469591,0.44,0.706939182,0.88,1,1,1,0.5,0,0,0,0,0,0,0.631638418,0.74606403,1,1,0.23819209,0.46,1,0.5,0.25,1,0,0,0.782239947,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.833145009,0.991525424,0.661581921,0.846327684
624,"Ejecutivo","Federal","Secretaría de Educación Pública",0.448208486,0.31,0.586416972,0.25,1,0,0,0,0.37,1,0.66,1,0,0,0.437339438,0.675565731,1,0.833333333,0.193363858,0.08,0,0.5,0,0,0,0,0.735494505,0,0,0,0,0,0,0,0,0,0,0,0,1,0.725824176,0.997252747,0.465018315,0.715201465
625,"Ejecutivo","Federal","Secretaría de Gobernación",0.586303873,0.4,0.772607747,0.2,0.8,0,0,0,0.6,1,1,0,1,0,0.659074635,0.711791058,0.833333333,0.916666667,0.385373175,0.58,1,1,0.5,1,0,0,0.886140859,0.86,0.5,1,1,1,1,1,1,1,1,1,0,0.970588235,0.84827398,0.991404011,0.66966844,0.883749488
626,"Ejecutivo","Federal","Secretaría de Salud",0.696744223,0.64,0.753488446,0.75,1,1,0,1,0.53,1,0.33,0,1,0,0.62004564,0.7534094,1,0.916666667,0.343561532,0.42,1,0,0.5,1,0,0,0.886931253,0.86,0.5,1,1,1,1,1,1,1,1,1,0,0.852941176,0.908414833,0.998166259,0.835574572,0.891503667
627,"Ejecutivo","Federal","Secretaría de Turismo",0.529817983,0.35,0.709635966,0.7,0.8,1,0,1,0,0,0,0,0,0,0.548130146,0.606883577,0.833333333,0.75,0.237317397,0.46,1,0.5,0.25,1,0,0,0.871141786,0.86,0.5,1,1,1,1,1,1,1,1,1,0,0.941176471,0.837981408,0.998007968,0.637450199,0.878486056
628,"Ejecutivo","Federal","Secretaría de la Función Pública",0.620419402,0.54,0.700838805,0.15,0.6,0,0,0,0.93,1,0.33,1,1,1,0.599186898,0.611978163,0.833333333,0.833333333,0.169267823,0.58,1,1,0.5,1,0,0,0.802490711,0.77,0.5,1,1,1,1,1,0,1,1,1,0,0.970588235,0.723857068,0.997635313,0.436678928,0.737256963
629,"Ejecutivo","Federal","Secretaríado Ejecutivo del Sistema Nacional de Seguridad Pública",0.625702354,0.485,0.766404708,0.1,0.4,0,0,0,0.87,1,0.66,0,1,1,0.605622081,0.729370134,0.833333333,0.916666667,0.438110403,0.42,1,0,0.5,1,0,0,0.927187336,0.77,0.5,1,1,1,1,1,0,1,1,1,0,0.941176471,0.946390658,1,0.847133758,0.99203821700000006
630,"Ejecutivo","Federal","Tribunal Federal de Justicia Administrativa",0.476221891,0.29,0.662443782,0.58,0.8,1,0,0.5,0,0,0,0,0,0,0.436140866,0.726901443,1,0.833333333,0.347370995,0,0,0,0,0,0,0,0.888746698,0.86,0.5,1,1,1,1,1,1,1,1,1,0,0.9375,0.869161164,1,0.777696258,0.829787234
631,"Fideicomiso","Federal","Fideicomiso Fondo Nacional de Habitaciones Populares",0.546126225,0.39,0.702252451,0.78,0.6,1,1,0.5,0,0,0,0,0,0,0.532666667,0.747777778,0.5,0.916666667,0.826666667,0.21,1,0,0.25,0,0,0,0.871838235,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0.984313725,0.988235294,0.976470588,0.988235294
632,"Fideicomiso","Federal","Fideicomiso de los Sistemas Normalizados de Competencia Laboral y de Certificación de Competencia Laboral",0.461704861,0.31,0.613409722,0.62,1,1,0,0.5,0,0,0,0,0,0,0.432444444,0.554074074,0.666666667,0.666666667,0.328888889,0.25,1,0,0.5,0,0,0,0.794375,0,0,0,0,0,0,0,0,0,0,0,0,0.78125,0.933333333,1,0.8,1
633,"Fideicomiso","Federal","Fondo Nacional para el Fomento de las Artesanías",0.647064103,0.5,0.794128205,1,1,1,1,1,0,0,0,0,0,0,0.617641026,0.809401709,1,1,0.428205128,0.33,1,0,0,1,0,0,0.970615385,0.86,0.5,1,1,1,1,1,1,1,1,1,0,1,0.974358974,1,0.923076923,1
634,"Judicial","Federal","Consejo de la Judicatura Federal",0.412281519,0.075,0.749563038,0.15,0.6,0,0,0,0,0,0,0,0,0,0.593776172,0.709626953,0.833333333,0.916666667,0.378880858,0.42,1,1,0.5,0,0,0,0.905349904,0.73,1,1,1,1,1,1,0,1,1,0,0,1,0.88724984,0.999557457,0.736539313,0.925652751
635,"Judicial","Federal","Suprema Corte de Justicia de la Nación",0.665004956,0.58,0.750009911,0.58,1,1,0,0.333333333,NA,NA,NA,NA,NA,NA,0.585946858,0.643244763,0.833333333,0.666666667,0.429734289,0.5,1,0,0,1,0,1,0.914072965,0.77,0.5,1,1,1,1,1,0,1,1,1,0,1,0.895121608,0.999156474,0.850695909,0.835512442
636,"Judicial","Federal","Tribunal Electoral del Poder Judicial de la Federación",0.437574375,0.1,0.775148749,0.2,0.8,0,0,0,0,0,0,0,0,0,0.62286545,0.784775749,1,0.916666667,0.437660581,0.38,1,0,0.25,1,0,0,0.927432049,0.68,0.5,1,1,1,1,1,0,1,1,0,0,1,0.932386748,1,0.845841785,0.951318458
637,"Legislativo","Federal","Auditoría Superior de la Federación",0.614512338,0.49,0.739024676,0.15,0.6,0,0,0,0.83,1,0.33,0,1,1,0.641123379,0.708538966,1,0.75,0.375616897,0.54,1,1,0.25,1,0,0,0.836925972,0,0,0,0,0,0,0,0,0,0,0,0,0.966666667,0.911543287,1,0.819322459,0.915307403
638,"Legislativo","Federal","Cámara de Diputados",0.539224059,0.35,0.728448119,0.7,0.8,1,0,1,0,0,0,0,0,0,0.556082098,0.706803497,1,0.75,0.37041049,0.33,1,0,0,1,0,0,0.900814139,0.82,1,1,1,1,1,1,0,1,1,1,0,1,0.864690232,1,0.664766249,0.929304447
639,"Legislativo","Federal","Senado de la República",0.538155325,0.375,0.701310651,0.75,1,1,0,1,0,0,0,0,0,0,0.539230769,0.565384615,0.666666667,0.833333333,0.196153846,0.5,1,0.5,0,1,0,0.5,0.863390533,0.77,0.5,1,1,1,1,1,1,1,1,0,0,1,0.810650888,1,0.517751479,0.914201183
640,"Partido","Federal","Movimiento Regeneración Nacional",0.3308153,0.05,0.6116306,0.1,0.4,0,0,0,0,0,0,0,0,0,0.639514047,0.732523412,0.833333333,1,0.364236902,0.5,1,1,0,1,0,0,0.583747153,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.747911921,0.988610478,0.59453303,0.660592255
641,"Partido","Federal","Partido Acción Nacional",0.617531746,0.525,0.710063492,0.52,0.6,1,0,0.5,0.53,1,0.33,0,1,0,0.594412698,0.710687831,1,0.666666667,0.465396825,0.42,1,0.5,0,1,0,0,0.825714286,0,0,0,0,0,0,0,0,0,0,0,0,1,0.876190476,0.996825397,0.701587302,0.93015873
642,"Partido","Federal","Partido Movimiento Ciudadano",0.578863144,0.475,0.682726287,0.95,0.8,1,1,1,0,0,0,0,0,0,0.535371274,0.778952123,1,1,0.336856369,0.17,1,0,0,0,0,0,0.830081301,0,0,0,0,0,0,0,0,0,0,0,0,1,0.883468835,1,0.666666667,0.983739837
643,"Partido","Federal","Partido Revolucionario Institucional",0.473545136,0.28,0.667090272,0.56,1,1,0,0.25,0,0,0,0,0,0,0.505521472,0.675869121,1,0.583333333,0.444274029,0.25,1,0.5,0,0,0,0,0.828659071,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952,0.904907975,0.987730061,0.754601227,0.972392638
644,"Partido","Federal","Partido Verde Ecologista de México",0.306413165,0.025,0.587826331,0.05,0.2,0,0,0,0,0,0,0,0,0,0.550442577,0.777404295,1,0.833333333,0.498879552,0.21,1,0,0.25,0,0,0,0.625210084,0,0,0,0,0,0,0,0,0,0,0,0,0.19047619,0.946778711,1,0.865546218,0.974789916
645,"Partido","Federal","Partido de la Revolución Democrática",0.51589311,0.35,0.681786221,0.7,0.8,1,0,1,0,0,0,0,0,0,0.523248227,0.592080378,0.666666667,0.583333333,0.526241135,0.42,1,0.5,0,1,0,0,0.840324215,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952,0.924349882,0.992907801,0.808510638,0.971631206
646,"Partido","Federal","Partido del Trabajo",0.325540293,0.1,0.551080586,0.2,0.8,0,0,0,0,0,0,0,0,0,0.488974359,0.594957265,0.666666667,0.583333333,0.534871795,0.33,1,0,0,1,0,0,0.613186813,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0.974358974,1,0.923076923,1
647,"Sindicato","Federal","Sindicato Nacional de Trabajadores de la Lotería Nacional",0.34224359,0.075,0.609487179,0.15,0.6,0,0,0,0,0,0,0,0,0,0.380512821,0.634188034,0.666666667,0.666666667,0.569230769,0,0,0,0,0,0,0,0.838461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.897435897,0.923076923,0.846153846,0.923076923
648,"Sindicato","Federal","Sindicato de Investigadores y Profesores de El Colegio de la Frontera Norte",0.406785714,0.265,0.548571429,0.53,0.8,1,0,0.333333333,0,0,0,0,0,0,0.415,0.691666667,1,1,0.075,0,0,0,0,0,0,0,0.682142857,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.708333333,1,0.125,1
649,"Sindicato","Federal","Sindicato de Trabajadores del Instituto Mexicano de la Juventud",0.40672619,0,0.813452381,0,0,0,0,0,0,0,0,0,0,0,0.748333333,0.913888889,1,0.916666667,0.825,0.5,1,0,0.5,1,0,0.5,0.878571429,0,0,0,0,0,0,0,0,0,0,0,0,0.928571429,1,1,1,1
650,"IES","Federal","Universidad Autónoma Chapingo",0.693268486,0.815,0.571536973,1,1,1,1,1,0.63,1,0.33,1,1,0,0.584044796,0.64007466,1,0.75,0.170223979,0.5,1,0,0,1,1,0,0.55902915,0,0,0,0,0,0,0,0,0,0,0,0,0.40625,0.72859025,0.936758893,0.351778656,0.897233202
651,"IES","Federal","Universidad Autónoma Metropolitana",0.702495421,0.71,0.694990842,0.71,0.6,1,1,0.25,NA,NA,NA,NA,NA,NA,0.56525641,0.608760684,0.833333333,0.666666667,0.326282051,0.5,1,1,0,1,0,0,0.824725275,0,0,0,0,0,0,0,0,0,0,0,0,1,0.874542125,0.997252747,0.741758242,0.884615385
652,"IES","Federal","Universidad Nacional Autónoma de México",0.441118098,0.2,0.682236196,0.2,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.537165644,0.56194274,0.833333333,0.666666667,0.185828221,0.5,1,1,0,1,0,0,0.827306748,0.77,0.5,1,1,1,1,1,0,1,1,1,0,1,0.750511247,0.997852761,0.507361963,0.746319018
653,"Descentralizado","Guanajuato","Instituto para el Desarrollo y Atención a las Juventudes del Estado de Guanajuato",0.335605908,0.125,0.546211816,0.25,1,0,0,0,0,0,0,0,0,0,0.314880832,0.524801387,0.333333333,0.583333333,0.657737496,0,0,0,0,0,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
654,"Descentralizado","Guanajuato","Secretaría Ejecutiva del Sistema Estatal Anticorrupción de Guanajuato",0.642194617,0.56,0.724389234,0.75,1,1,0,1,0.37,1,0.66,1,0,0,0.558716356,0.931193927,1,1,0.793581781,0,0,0,0,0,0,0,0.890062112,0,0,0,0,0,0,0,0,0,0,0,0,1,0.983436853,0.98757764,0.98757764,0.97515528
655,"Descentralizado","Guanajuato","Comisión de Deporte",0.365105908,0.1,0.630211816,0.2,0.8,0,0,0,0,0,0,0,0,0,0.482880832,0.524801387,0.333333333,0.583333333,0.657737496,0.42,1,0.5,0,1,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
656,"Descentralizado","Guanajuato","Comisión Estatal del Agua",0.448105908,0.35,0.546211816,0.7,0.8,1,0,1,0,0,0,0,0,0,0.314880832,0.524801387,0.333333333,0.583333333,0.657737496,0,0,0,0,0,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
657,"Descentralizado","Guanajuato","Centro de Conciliación Laboral del Estado de Guanajuato",0.486105908,0.31,0.662211816,0.62,1,1,0,0.5,0,0,0,0,0,0,0.546880832,0.524801387,0.333333333,0.583333333,0.657737496,0.58,1,0.5,0,1,1,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
658,"Descentralizado","Guanajuato","Instituto para las Mujeres Guanajuatenses",0.511105908,0.46,0.562211816,0.62,1,1,0,0.5,0.3,1,1,0,0,0,0.346880832,0.524801387,0.333333333,0.583333333,0.657737496,0.08,0,0.5,0,0,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
659,"Ejecutivo","Guanajuato","Secretaría de Turismo",0.493605908,0.375,0.612211816,0.75,1,1,0,1,0,0,0,0,0,0,0.446880832,0.524801387,0.333333333,0.583333333,0.657737496,0.33,1,0,0,1,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
660,"Ejecutivo","Guanajuato","Secretaría de Medio Ambiente y Ordenamiento Territorial",0.593605908,0.575,0.612211816,0.25,1,0,0,0,0.9,1,1,0,1,1,0.446880832,0.524801387,0.333333333,0.583333333,0.657737496,0.33,1,0,0,1,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
661,"Judicial","Guanajuato","Tribunal Electoral del Estado de Guanajuato",0.600879167,0.475,0.726758333,0.95,0.8,1,1,1,0,0,0,0,0,0,0.590266667,0.817111111,1,0.75,0.701333333,0.25,1,0,0.5,0,0,0,0.86325,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0.97,0.99,0.99,0.93
662,"Municipio","Guanajuato","Celaya",0.783895795,0.79,0.77779159,0.95,0.8,1,1,1,0.63,1,0.33,1,1,0,0.666917733,0.891529555,1,0.833333333,0.841255332,0.33,1,0,0,1,0,0,0.888665448,0,0,0,0,0,0,0,0,0,0,0,0,1,0.98110908,0.988117002,0.986288848,0.968921389
663,"Municipio","Guanajuato","San Miguel de Allende",0.560997264,0.41,0.711994527,0.15,0.6,0,0,0,0.67,1,0.66,1,1,0,0.568204559,0.693674266,0.5,0.833333333,0.747689464,0.38,1,0,0.25,1,0,0,0.855784495,0,0,0,0,0,0,0,0,0,0,0,0,0.911764706,0.970425139,0.990757856,0.990757856,0.929759704
664,"Municipio","Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional",0.769162946,0.855,0.683325893,0.78,0.8,1,1,0.333333333,0.93,1,0.33,1,1,1,0.476026786,0.793377976,1,0.583333333,0.796800595,0,0,0,0,0,0,0,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,1,0.984375,0.984375,0.984375,0.984375
665,"Municipio","Guanajuato","Pénjamo",0.680987854,0.64,0.721975709,0.75,1,1,0,1,0.53,1,0.33,0,1,0,0.581198381,0.688663968,0.5,0.833333333,0.73265857,0.42,1,0,0.5,1,0,0,0.862753036,0,0,0,0,0,0,0,0,0,0,0,0,1,0.937921727,0.951417004,0.951417004,0.910931174
666,"Municipio","Guanajuato","San Francisco del Rincón",0.685742138,0.6,0.771484277,0.2,0.8,0,0,0,1,1,1,1,1,1,0.664531896,0.82755316,0.833333333,1,0.649326146,0.42,1,0,0.5,1,0,0,0.878436658,0,0,0,0,0,0,0,0,0,0,0,0,1,0.964061096,0.983827493,0.983827493,0.924528302
667,"Municipio","Guanajuato","San Luis de la Paz",0.530378531,0.29,0.770757062,0.58,0.8,1,0,0.5,0,0,0,0,0,0,0.646937853,0.938229755,1,1,0.814689266,0.21,1,0,0.25,0,0,0,0.894576271,0,0,0,0,0,0,0,0,0,0,0,0,1,0.990960452,0.996610169,0.996610169,0.979661017
668,"Municipio","Guanajuato","San Felipe",0.703576164,0.625,0.782152327,0.58,1,1,0,0.333333333,0.67,1,0.66,1,1,0,0.705207334,0.895345557,1,1,0.686036671,0.42,1,0,0.5,1,0,0,0.85909732,0,0,0,0,0,0,0,0,0,0,0,0,1,0.931828867,0.943582511,0.943582511,0.90832158
669,"Municipio","Guanajuato","Apaseo el Grande",0.789308717,0.76,0.818617434,0.95,0.8,1,1,1,0.57,1,0.66,0,1,0,0.787746377,0.899577295,1,0.916666667,0.782065217,0.62,1,0.5,0.25,1,1,0,0.849488491,0,0,0,0,0,0,0,0,0,0,0,0,0.882352941,0.974637681,0.980978261,0.980978261,0.961956522
670,"Municipio","Guanajuato","Acámbaro",0.676286348,0.625,0.727572695,0.58,1,1,0,0.333333333,0.67,1,0.66,1,1,0,0.689453901,0.869089835,1,0.916666667,0.690602837,0.42,1,0,0.5,1,0,0,0.765691489,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.838652482,0.840425532,0.840425532,0.835106383
671,"Partido","Guanajuato","Movimiento Ciudadano",0.436017128,0.1,0.772034256,0.2,0.8,0,0,0,0,0,0,0,0,0,0.747151515,0.885252525,0.833333333,1,0.822424242,0.54,1,0,0.25,1,1,0,0.796916996,0,0,0,0,0,0,0,0,0,0,0,0,0.826086957,0.915151515,0.981818182,0.981818182,0.781818182
672,"IES","Guanajuato","Universidad Tecnológica de Salamanca",0.510105908,0.35,0.670211816,0.7,0.8,1,0,1,0,0,0,0,0,0,0.562880832,0.524801387,0.333333333,0.583333333,0.657737496,0.62,1,0.5,0.25,1,1,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
673,"Fideicomiso","Guanajuato","Fondo de Fomento Agropecuario del Estado de Guanajuato",0.428105908,0.31,0.546211816,0.62,1,1,0,0.5,0,0,0,0,0,0,0.314880832,0.524801387,0.333333333,0.583333333,0.657737496,0,0,0,0,0,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
674,"Fideicomiso","Guanajuato","Fondos Guanajuato de Financiamientos",0.539605908,0.375,0.704211816,0.75,1,1,0,1,0,0,0,0,0,0,0.630880832,0.524801387,0.333333333,0.583333333,0.657737496,0.79,1,0.5,0.25,1,1,1,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
675,"IES","Guanajuato","Universidad de Guanajuato",0.51825082,0.31,0.72650164,0.62,1,1,0,0.5,0,0,0,0,0,0,0.670650919,0.731084864,0.666666667,0.916666667,0.60992126,0.58,1,0.5,0,1,1,0,0.782352362,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0.835170604,0.963779528,0.957480315,0.584251969
676,"Sindicato","Guanajuato","Asociación Sindical del Personal Académico y Administrativo de la Universidad de Guanajuato",0.435643939,0.2,0.671287879,0.2,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.522575758,0.704292929,0.5,0.833333333,0.779545455,0.25,0,0.5,0,1,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.733333333,1,1,1,1
677,"Sindicato","Guanajuato","Sindicato de Trabajadores del Servicio de Aguas e Industrias Conexas de León Guanajuato",0.533589744,0.48,0.587179487,0.48,0.4,1,0,0.5,NA,NA,NA,NA,NA,NA,0.415897436,0.693162393,0.5,0.833333333,0.746153846,0,0,0,0,0,0,0,0.758461538,0,0,0,0,0,0,0,0,0,0,0,0,0.733333333,0.897435897,1,1,0.692307692
678,"Sindicato","Guanajuato","Asociación Sindical de Trabajadores Administrativos de la Universidad de Guanajuato",0.63219697,0.58,0.684393939,0.58,1,1,0,0.333333333,NA,NA,NA,NA,NA,NA,0.537878788,0.896464646,1,0.916666667,0.772727273,0,0,0,0,0,0,0,0.830909091,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.984848485,1,1,0.954545455
679,"Sindicato","Guanajuato","Sindicato Constituyente Dr. Francisco Diaz Barriga",0.211144781,0.025,0.397289562,0.05,0.2,0,0,0,0,0,0,0,0,0,0.455185185,0.758641975,1,0.916666667,0.359259259,0,0,0,0,0,0,0,0.339393939,0,0,0,0,0,0,0,0,0,0,0,0,0.242424242,0.444444444,0.444444444,0.444444444,0.444444444
680,"Autónomo","Guanajuato","Fiscalía General del Estado de Guanajuato",0.63999126,0.515,0.76498252,0.7,0.8,1,0,1,0.33,1,0.33,1,0,0,0.731520193,0.805866988,1,0.75,0.667600964,0.62,1,0.5,0.25,1,1,0,0.798444846,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.864074744,0.995479204,0.995479204,0.601265823
681,"Autónomo","Guanajuato","Instituto Electoral del Estado de Guanajuato",0.575746032,0.35,0.801492063,0.7,0.8,1,0,1,0,0,0,0,0,0,0.712507937,0.827513228,0.833333333,0.833333333,0.815873016,0.54,1,0,0.25,1,1,0,0.89047619,0,0,0,0,0,0,0,0,0,0,0,0,1,0.984126984,1,1,0.952380952
682,"Autónomo","Guanajuato","Procuraduría de los Derechos Humanos del Estado de Guanajuato",0.609709138,0.45,0.769418275,0.2,0.8,0,0,0,0.7,1,1,1,1,0,0.685168597,0.861947662,0.833333333,1,0.752509653,0.42,1,0.5,0,1,0,0,0.853667954,0,0,0,0,0,0,0,0,0,0,0,0,1,0.922779923,0.984555985,0.984555985,0.799227799
683,"Descentralizado","Guanajuato","DIF",0.510605908,0.375,0.646211816,0.75,1,1,0,1,0,0,0,0,0,0,0.514880832,0.524801387,0.333333333,0.583333333,0.657737496,0.5,1,0,0,1,1,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
684,"Descentralizado","Guanajuato","Instituto de Infraestructura Física Educativa",0.273105908,0,0.546211816,0,0,0,0,0,0,0,0,0,0,0,0.314880832,0.524801387,0.333333333,0.583333333,0.657737496,0,0,0,0,0,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
685,"Ejecutivo","Guanajuato","Secretaría Particular del Gobernador",0.380605908,0.215,0.546211816,0.43,0.4,1,0,0.333333333,0,0,0,0,0,0,0.314880832,0.524801387,0.333333333,0.583333333,0.657737496,0,0,0,0,0,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
686,"Ejecutivo","Guanajuato","Secretaría de Desarrollo Agroalimentario y Rural",0.570605908,0.495,0.646211816,0.62,1,1,0,0.5,0.37,1,0.66,1,0,0,0.514880832,0.524801387,0.333333333,0.583333333,0.657737496,0.5,1,1,0,1,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
687,"Ejecutivo","Guanajuato","Secretaría de Desarrollo Económico Sustentable",0.456105908,0.29,0.622211816,0.58,0.8,1,0,0.5,0,0,0,0,0,0,0.466880832,0.524801387,0.333333333,0.583333333,0.657737496,0.38,1,0,0.25,1,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
688,"Ejecutivo","Guanajuato","Secretaría de Desarrollo Social y Humano",0.628105908,0.61,0.646211816,0.25,1,0,0,0,0.97,1,0.66,1,1,1,0.514880832,0.524801387,0.333333333,0.583333333,0.657737496,0.5,1,1,0,1,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
689,"Ejecutivo","Guanajuato","Secretaría de Educación",0.548605908,0.435,0.662211816,0.2,0.8,0,0,0,0.67,1,0.66,1,1,0,0.546880832,0.524801387,0.333333333,0.583333333,0.657737496,0.58,1,0.5,0,1,1,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
690,"Ejecutivo","Guanajuato","Secretaría de Finanzas, Inversión y Administración",0.335605908,0.125,0.546211816,0.25,1,0,0,0,0,0,0,0,0,0,0.314880832,0.524801387,0.333333333,0.583333333,0.657737496,0,0,0,0,0,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
691,"Ejecutivo","Guanajuato","Secretaría de Gobierno",0.356105908,0.1,0.612211816,0.2,0.8,0,0,0,0,0,0,0,0,0,0.446880832,0.524801387,0.333333333,0.583333333,0.657737496,0.33,1,0,0,1,0,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
692,"Ejecutivo","Guanajuato","Secretaría de Infraestructura, Conectividad y Movilidad",0.480105908,0.29,0.670211816,0.58,1,1,0,0.333333333,0,0,0,0,0,0,0.562880832,0.524801387,0.333333333,0.583333333,0.657737496,0.62,1,0.5,0.25,1,1,0,0.7775428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795904666,0.967270896,0.967270896,0.453172205
