"id","tipo","estado","so","ga_indice","p_indice","t_indice","pc_indice","pc_metodos","pc_respuesta","pc_activacion","pc_celeridad","pg_indice","pg_mec","pg_formato","pg_actores","pg_func","pg_seg","tc_indice","tcai_indice","tcai_completitud","tcai_claridad","tcai_celeridad","tctp_indice","tctp_google","tctp_buscador","tctp_confiabilidad","tctp_comprensibilidad","tctp_interaccion","tctp_fecha_act","tg_indice","tgda_indice","tgda_accesible","tgda_digital","tgda_leg_maq","tgda_gratuito","tgda_lic_abierta","tgda_formato_abierto","tgda_oportuno","tgda_url","tgda_no_disc","tgda_integral","tgda_interaccion","tgta_indice","tgai_indice","tgai_respuesta","tgai_plazo","tgai_prorroga"
538,"Sindicato","Durango","Sindicato del Personal Académico de la UJED",0.356421569,0.24,0.472843137,0.48,0.4,1,0,0.5,0,0,0,0,0,0,0.333333333,0.555555556,0.5,0.666666667,0.5,0,0,0,0,0,0,0,0.612352941,0,0,0,0,0,0,0,0,0,0,0,0,0.441176471,0.8,0.8,0.8,0.8
539,"Sindicato","Durango","Sindicato de Trabajadores al Servicio de los Tres Poderes del Estado de Durango",0.375803922,0.15,0.601607843,0.15,0.6,0,0,0,NA,NA,NA,NA,NA,NA,0.407333333,0.678888889,0.833333333,1,0.203333333,0,0,0,0,0,0,0,0.795882353,0,0,0,0,0,0,0,0,0,0,0,0,0.852941176,0.9,1,0.7,1
540,"IES","Durango","Universidad Politécnica de Gómez Palacio",0.568147059,0.475,0.661294118,0.95,0.8,1,1,1,0,0,0,0,0,0,0.454941176,0.704901961,0.666666667,0.916666667,0.531372549,0.08,0,0.5,0,0,0,0,0.867647059,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.960784314,1,0.882352941,1
541,"Sindicato","Durango","Sindicato de Trabajadores y Empleados de la UJED",0.544199346,0.475,0.613398693,0.95,0.8,1,1,1,0,0,0,0,0,0,0.494444444,0.657407407,0.666666667,0.583333333,0.722222222,0.25,0,0.5,0,1,0,0,0.732352941,0,0,0,0,0,0,0,0,0,0,0,0,0.441176471,1,1,1,1
542,"Autónomo","Durango","Comisión Estatal de Derechos Humanos",0.543010854,0.41,0.676021709,0.25,1,0,0,0,0.57,1,0.66,0,1,0,0.564333333,0.580555556,0.666666667,0.916666667,0.158333333,0.54,1,1,0.25,1,0,0,0.787710084,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.842261905,0.973214286,0.651785714,0.901785714
543,"Autónomo","Durango","Fiscalía General",0.4038454,0.125,0.682690799,0.25,1,0,0,0,0,0,0,0,0,0,0.519589744,0.612649573,0.833333333,0.666666667,0.337948718,0.38,1,0,0.25,1,0,0,0.845791855,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.924358974,1,0.857692308,0.915384615
544,"Autónomo","Durango","Instituto Electoral y de Participación Ciudadana del Estado de Durango",0.627830009,0.475,0.780660018,0.95,0.8,1,1,1,0,0,0,0,0,0,0.674950355,0.844917258,1,0.833333333,0.70141844,0.42,1,0.5,0,1,0,0,0.886369681,0,0,0,0,0,0,0,0,0,0,0,0,0.96875,0.992907801,1,0.978723404,1
545,"Descentralizado","Durango","DIF",0.682101135,0.595,0.76920227,0.56,1,1,0,0.25,0.63,1,0.33,1,1,0,0.674596491,0.710994152,0.833333333,0.833333333,0.466315789,0.62,1,0.5,0.25,1,1,0,0.86380805,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.954385965,1,0.905263158,0.957894737
546,"Descentralizado","Durango","Instituto de la Infraestructura Física Educativa",0.547565062,0.5,0.595130125,1,1,1,1,1,0,0,0,0,0,0,0.55630303,0.733838384,0.833333333,1,0.368181818,0.29,1,0.5,0.25,0,0,0,0.633957219,0,0,0,0,0,0,0,0,0,0,0,0,0.264705882,0.924242424,1,0.772727273,1
547,"Ejecutivo","Durango","Despacho del Ejecutivo",0.517524133,0.41,0.625048265,0.15,0.6,0,0,0,0.67,1,0.66,1,1,0,0.396974359,0.661623932,1,0.5,0.484871795,0,0,0,0,0,0,0,0.853122172,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.951282051,1,0.861538462,0.992307692
548,"Ejecutivo","Durango","Secretaría General de Gobierno",0.808155861,0.89,0.726311722,0.95,0.8,1,1,1,0.83,1,0.33,0,1,1,0.645839416,0.743065693,1,0.666666667,0.562530414,0.5,1,0,0,1,1,0,0.806784027,0,0,0,0,0,0,0,0,0,0,0,0,0.764705882,0.962287105,1,0.908759124,0.97810219
549,"Ejecutivo","Durango","Secretaría de Agricultura, Ganadería y Desarrollo Rural",0.393899091,0.1,0.687798183,0.2,0.8,0,0,0,0,0,0,0,0,0,0.569642276,0.729403794,0.833333333,0.916666667,0.438211382,0.33,0,0.5,0.5,1,0,0,0.805954089,0,0,0,0,0,0,0,0,0,0,0,0,0.735294118,0.975609756,1,0.926829268,1
550,"Ejecutivo","Durango","Secretaría de Comunicaciones y Obras Públicas",0.448405229,0.215,0.681810458,0.2,0.8,0,0,0,0.23,1,0.33,0,0,0,0.479587302,0.719312169,0.833333333,0.75,0.574603175,0.12,0,0.5,0.25,0,0,0,0.884033613,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.988095238,1,0.976190476,0.988095238
551,"Ejecutivo","Durango","Secretaría de Contraloría",0.50271433,0.425,0.580428661,0.62,1,1,0,0.5,0.23,1,0.33,0,0,0,0.290957447,0.484929078,0.666666667,0.416666667,0.371453901,0,0,0,0,0,0,0,0.869899875,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.964539007,1,0.909574468,0.984042553
552,"Ejecutivo","Durango","Secretaría de Desarrollo Económico",0.592378788,0.5,0.684757576,1,1,1,1,1,0,0,0,0,0,0,0.476787879,0.794646465,0.833333333,0.916666667,0.633939394,0,0,0,0,0,0,0,0.892727273,0,0,0,0,0,0,0,0,0,0,0,0,1,0.987878788,1,0.963636364,1
553,"Ejecutivo","Durango","Secretaría de Educación",0.509752195,0.365,0.654504391,0.2,0.8,0,0,0,0.53,1,0.33,0,1,0,0.453415133,0.755691888,1,0.916666667,0.350408998,0,0,0,0,0,0,0,0.855593649,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.940695297,1,0.831288344,0.990797546
554,"Ejecutivo","Durango","Secretaría de Finanzas y de Administración",0.493168067,0.375,0.611336134,0.75,1,1,0,1,0,0,0,0,0,0,0.396,0.66,0.833333333,0.75,0.396666667,0,0,0,0,0,0,0,0.826672269,0,0,0,0,0,0,0,0,0,0,0,0,0.911764706,0.921904762,0.991428571,0.862857143,0.911428571
555,"Ejecutivo","Durango","Secretaría de Salud",0.660257614,0.635,0.685515227,0.7,0.8,1,0,1,0.57,1,0.66,0,1,0,0.603120567,0.751867612,1,1,0.255602837,0.38,1,0,0.25,1,0,0,0.767909887,0,0,0,0,0,0,0,0,0,0,0,0,0.823529412,0.868085106,1,0.817021277,0.787234043
556,"Ejecutivo","Durango","Secretaría de Seguridad Pública",0.512512968,0.39,0.635025936,0.25,1,0,0,0,0.53,1,0.33,0,1,0,0.462504409,0.770840682,0.833333333,1,0.479188713,0,0,0,0,0,0,0,0.807547463,0,0,0,0,0,0,0,0,0,0,0,0,0.794117647,0.948853616,0.994708995,0.91005291,0.941798942
557,"Ejecutivo","Durango","Secretaría de Bienestar Social",0.766598039,0.79,0.743196078,0.75,1,1,0,1,0.83,1,0.33,0,1,1,0.715803922,0.779673203,1,0.75,0.589019608,0.62,1,0.5,0.25,1,1,0,0.770588235,0,0,0,0,0,0,0,0,0,0,0,0,0.647058824,0.960784314,1,0.976470588,0.905882353
558,"Judicial","Durango","Tribunal Superior de Justicia",0.434979135,0.26,0.609958269,0.52,0.6,1,0,0.5,0,0,0,0,0,0,0.423080661,0.705134435,1,0.75,0.365403304,0,0,0,0,0,0,0,0.796835877,0,0,0,0,0,0,0,0,0,0,0,0,0.794117647,0.931000972,1,0.915451895,0.87755102
559,"Legislativo","Durango","Auditoría Superior",0.777454459,0.9,0.654908918,0.9,0.6,1,1,1,NA,NA,NA,NA,NA,NA,0.479741935,0.546236559,0.5,0.833333333,0.305376344,0.38,1,0.5,0.25,0,0,0.5,0.830075901,0,0,0,0,0,0,0,0,0,0,0,0,0.852941176,0.956989247,1,0.919354839,0.951612903
560,"Legislativo","Durango","Congreso Estatal",0.550163264,0.39,0.710326527,0.78,0.8,1,1,0.333333333,0,0,0,0,0,0,0.544352617,0.687254362,0.5,1,0.561763085,0.33,0,1,0,1,0,0,0.876300438,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.975206612,1,0.965289256,0.960330579
561,"Municipio","Durango","Canelas",0.400362745,0.24,0.56072549,0.25,1,0,0,0,0.23,1,0.33,0,0,0,0.427333333,0.712222222,1,1,0.136666667,0,0,0,0,0,0,0,0.694117647,0,0,0,0,0,0,0,0,0,0,0,0,0.647058824,0.833333333,1,0.5,1
562,"Municipio","Durango","Coneto de Comonfort",0.262205882,0.445,0.079411765,0.52,0.6,1,0,0.5,0.37,1,0.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158823529,0,0,0,0,0,0,0,0,0,0,0,0,0.529411765,0,0,0,0
563,"Municipio","Durango","Durango",0.64727502,0.705,0.58955004,0.78,0.6,1,1,0.5,0.63,1,0.33,1,1,0,0.487090559,0.811817598,1,1,0.435452794,0,0,0,0,0,0,0,0.692009521,0,0,0,0,0,0,0,0,0,0,0,0,0.352941176,0.976878613,1,0.939306358,0.99132948
564,"Municipio","Durango","Gómez Palacio",0.646078078,0.575,0.717156156,0.62,1,1,0,0.5,0.53,1,0.33,0,1,0,0.603681682,0.786136136,1,1,0.358408408,0.33,1,0,0,1,0,0,0.830630631,0,0,0,0,0,0,0,0,0,0,0,0,1,0.884384384,0.959459459,0.833333333,0.86036036
565,"Municipio","Durango","Lerdo",0.613753472,0.6,0.627506944,0.83,1,1,1,0.333333333,0.37,1,0.66,1,0,0,0.628972222,0.768287037,1,1,0.304861111,0.42,1,0,0.5,1,0,0,0.626041667,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.793402778,0.838541667,0.713541667,0.828125
566,"Municipio","Durango","Nazas",0.268978015,0.1,0.437956031,0.2,0.8,0,0,0,0,0,0,0,0,0,0.424040404,0.706734007,0.833333333,1,0.286868687,0,0,0,0,0,0,0,0.451871658,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647,0.606060606,0.696969697,0.424242424,0.696969697
567,"Municipio","Durango","Nuevo Ideal",0.335199849,0.19,0.480399698,0.05,0.2,0,0,0,0.33,1,0.33,1,0,0,0.314871795,0.524786325,0.666666667,0.666666667,0.241025641,0,0,0,0,0,0,0,0.645927602,0,0,0,0,0,0,0,0,0,0,0,0,0.794117647,0.679487179,0.769230769,0.5,0.769230769
568,"Municipio","Durango","Rodeo",0.534247097,0.51,0.558494194,0.15,0.6,0,0,0,0.87,1,0.66,0,1,1,0.422071197,0.703451996,0.833333333,1,0.277022654,0,0,0,0,0,0,0,0.69491719,0,0,0,0,0,0,0,0,0,0,0,0,0.588235294,0.86407767,0.941747573,0.718446602,0.932038835
569,"Municipio","Durango","San Juan del Río",0.628817521,0.575,0.682635041,0.52,0.6,1,0,0.5,0.63,1,0.33,1,1,0,0.624473118,0.787455197,1,1,0.362365591,0.38,1,0,0.25,1,0,0,0.740796964,0,0,0,0,0,0,0,0,0,0,0,0,0.705882353,0.88172043,0.967741935,0.709677419,0.967741935
570,"Municipio","Durango","San Pedro del Gallo",0.359616013,0.4,0.319232026,0.53,0.8,1,0,0.333333333,0.27,1,0.66,0,0,0,0.414444444,0.690740741,1,1,0.072222222,0,0,0,0,0,0,0,0.224019608,0,0,0,0,0,0,0,0,0,0,0,0,0.441176471,0.152777778,0.166666667,0.125,0.166666667
571,"Municipio","Durango","Tamazula",0.373918919,0.5,0.247837838,1,1,1,1,1,0,0,0,0,0,0,0.371351351,0.618918919,0.833333333,1,0.023423423,0,0,0,0,0,0,0,0.124324324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207207207,0.27027027,0.081081081,0.27027027
572,"Municipio","Durango","Tepehuanes",0.605579044,0.585,0.626158088,0.2,0.8,0,0,0,0.97,1,0.66,1,1,1,0.486875,0.811458333,1,1,0.434375,0,0,0,0,0,0,0,0.765441176,0,0,0,0,0,0,0,0,0,0,0,0,0.676470588,0.9375,0.96875,0.875,0.96875
573,"Municipio","Durango","Tlahualilo",0.153973168,0.1,0.207946336,0.2,0.8,0,0,0,0,0,0,0,0,0,0.366666667,0.611111111,0.833333333,1,0,0,0,0,0,0,0,0,0.049226006,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.052631579,0.078947368,0,0.078947368
574,"Municipio","Durango","Topia",0.375968721,0.165,0.586937442,0,0,0,0,0,0.33,1,0.33,1,0,0,0.358888889,0.598148148,0.666666667,0.916666667,0.211111111,0,0,0,0,0,0,0,0.814985994,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.873015873,1,0.619047619,1
575,"Municipio","Durango","Vicente Guerrero",0.553212715,0.615,0.491425431,1,1,1,1,1,0.23,1,0.33,0,0,0,0.584989899,0.614983165,0.833333333,0.916666667,0.094949495,0.54,1,1,0.25,1,0,0,0.397860963,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0.545454545,0.727272727,0.181818182,0.727272727
576,"Partido","Durango","Movimiento Regeneración Nacional",0.292861552,0.19,0.395723104,0.05,0.2,0,0,0,0.33,1,0.33,1,0,0,0.319753086,0.532921811,0.833333333,0.5,0.265432099,0,0,0,0,0,0,0,0.471693122,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0.679012346,0.888888889,0.518518519,0.62962963
577,"Partido","Durango","Partido Acción Nacional",0.360460663,0.1,0.620921325,0.2,0.8,0,0,0,0,0,0,0,0,0,0.46047619,0.767460317,0.833333333,1,0.469047619,0,0,0,0,0,0,0,0.78136646,0,0,0,0,0,0,0,0,0,0,0,0,0.652173913,0.976190476,1,0.928571429,1
578,"Partido","Durango","Partido Revolucionario Institucional",0.6505,0.66,0.641,0.75,1,1,0,1,0.57,1,0.66,0,1,0,0.558923077,0.711538462,0.833333333,0.916666667,0.384615385,0.33,1,0,0,1,0,0,0.723076923,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.871794872,0.923076923,0.769230769,0.923076923
579,"Descentralizado","Federal","Instituto Nacional de Geriatría",0.56997549,0.41,0.72995098,0.82,0.8,1,1,0.5,0,0,0,0,0,0,0.599372549,0.778954248,1,0.833333333,0.503529412,0.33,0,0.5,0.5,1,0,0,0.860529412,0.77,0.5,1,1,1,1,1,0,1,1,1,0,0.705882353,0.952941176,1,0.894117647,0.964705882
580,"Descentralizado","Federal","Instituto Nacional de Investigaciones Nucleares",0.450448563,0.39,0.510897125,0.78,0.6,1,1,0.5,0,0,0,0,0,0,0.387855297,0.646425495,1,0.833333333,0.105943152,0,0,0,0,0,0,0,0.633938953,0,0,0,0,0,0,0,0,0,0,0,0,0.59375,0.759689922,0.992248062,0.449612403,0.837209302
581,"Descentralizado","Federal","Colegio Nacional de Educación Profesional Técnica",0.600438008,0.39,0.810876016,0.78,0.8,1,1,0.333333333,0,0,0,0,0,0,0.66745935,0.779098916,1,1,0.337296748,0.5,1,0,0.5,1,0,0.5,0.954292683,0.86,0.5,1,1,1,1,1,1,1,1,1,0,1,0.947154472,0.981707317,0.881097561,0.978658537
582,"Descentralizado","Federal","Corredor Interoceánico del Istmo de Tehuantepec",0.351735795,0.075,0.628471591,0.15,0.6,0,0,0,0,0,0,0,0,0,0.462,0.77,1,1,0.31,0,0,0,0,0,0,0,0.794943182,0,0,0,0,0,0,0,0,0,0,0,0,0.84375,0.903030303,0.990909091,0.736363636,0.981818182
583,"Descentralizado","Federal","Notimex Agencia de Noticias del Estado Mexicano",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,"Descentralizado","Federal","Centro de Investigación Científica y de Educación Superior de Ensenada Baja California",0.574405363,0.555,0.593810727,0.58,0.8,1,0,0.5,0.53,1,0.33,0,1,0,0.505900709,0.789834515,1,0.916666667,0.452836879,0.08,0,0.5,0,0,0,0,0.681720745,0.77,0.5,1,1,1,1,1,0,1,1,1,0,0.09375,0.960992908,0.989361702,0.904255319,0.989361702
585,"Descentralizado","Federal","Instituto Nacional de Ecología y Cambio Climático",0.536701942,0.375,0.698403885,0.75,1,1,0,1,0,0,0,0,0,0,0.458854626,0.764757709,0.833333333,1,0.460939794,0,0,0,0,0,0,0,0.937953144,0.77,0.5,1,1,1,1,1,0,1,1,1,0,0.96969697,0.950073421,0.991189427,0.86784141,0.991189427
586,"Descentralizado","Federal","Instituto Nacional de los Pueblos Indígenas",0.56975037,0.54,0.59950074,0.75,1,1,0,1,0.33,1,0.33,1,0,0,0.557408805,0.542348008,0.666666667,0.833333333,0.127044025,0.58,1,1,0.5,1,0,0,0.641592675,0,0,0,0,0,0,0,0,0,0,0,0,0.882352941,0.628144654,0.964622642,0.337264151,0.58254717
587,"Descentralizado","Federal","Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas",0.459534157,0.125,0.794068313,0.25,1,0,0,0,0,0,0,0,0,0,0.640236559,0.760394265,1,0.75,0.531182796,0.46,1,0.5,0.25,1,0,0,0.947900068,0.77,0.5,1,1,1,1,1,0,1,1,1,0,0.939393939,0.981803143,0.99751861,0.952853598,0.995037221
588,"Descentralizado","Federal","Consejo Nacional para Prevenir la Discriminación",0.588503079,0.385,0.792006157,0.2,0.8,0,0,0,0.57,1,0.66,0,1,0,0.658585695,0.710976158,0.833333333,0.833333333,0.466261808,0.58,1,0.5,0,1,1,0,0.925426619,0.68,0.5,1,1,1,1,1,0,1,1,0,0,0.96875,0.944669366,0.979757085,0.890688259,0.963562753
589,"Ejecutivo","Federal","Secretaría de la Defensa Nacional",0.76617161600000006,0.75,0.782343233,0.75,1,1,0,1,NA,NA,NA,NA,NA,NA,0.68962096,0.7627016,1,1,0.2881048,0.58,1,1,0.5,1,0,0,0.875065506,0.86,0.5,1,1,1,1,1,1,1,1,1,0,0.941176471,0.844520941,0.984509466,0.754733219,0.794320138
590,"Ejecutivo","Federal","Secretaría de Marina",0.504377976,0.415,0.593755951,0.2,0.8,0,0,0,0.63,1,0.33,1,1,0,0.408400984,0.680668307,1,0.875,0.16700492,0,0,0,0,0,0,0,0.779110918,0.77,0.5,1,1,1,1,1,0,1,1,1,0,0.676470588,0.83194956900000006,0.991236162,0.536439114,0.968173432
591,"Ejecutivo","Federal","Secretaría de Medio Ambiente y Recursos Naturales",0.446572829,0.29,0.603145659,0.25,1,0,0,0,0.33,1,0.33,1,0,0,0.557729327,0.542882211,0.833333333,0.666666667,0.128646633,0.58,1,1,0.5,1,0,0,0.648561991,0,0,0,0,0,0,0,0,0,0,0,0,0.882352941,0.639760181,0.943847335,0.206843606,0.768589603
592,"Ejecutivo","Federal","Secretaría de Energía",0.72336915,0.675,0.771738301,0.95,0.8,1,1,1,0.4,1,1,1,0,0,0.667340533,0.638900888,0.833333333,0.833333333,0.250035997,0.71,1,1,0.25,1,1,0,0.876136069,0.77,0.5,1,1,1,1,1,0,1,1,1,0,1,0.831893449,0.982721382,0.532397408,0.980561555
593,"Ejecutivo","Federal","Secretaría de Infraestructura, Comunicaciones y Transportes",0.653314411,0.535,0.771628822,0.7,0.8,1,0,1,0.37,1,0.66,1,0,0,0.687539923,0.732566538,1,1,0.197699614,0.62,1,1,0.25,1,0,0.5,0.85571772,0.77,0.5,1,1,1,1,1,0,1,1,1,0,1,0.797862867,0.99777382,0.469278718,0.926536064
594,"Ejecutivo","Federal","Secretaría del Trabajo y Previsión Social",0.616000217,0.5,0.732000433,1,1,1,1,1,0,0,0,0,0,0,0.602838318,0.698063864,0.833333333,1,0.260858257,0.46,1,0.5,0.25,1,0,0,0.861162549,0.86,0.5,1,1,1,1,1,1,1,1,1,0,1,0.791937581,0.993498049,0.412223667,0.970091027
595,"Ejecutivo","Federal","Secretaría de Desarrollo Agrario, Territorial y Urbano",0.407091444,0.1,0.714182888,0.2,0.8,0,0,0,0,0,0,0,0,0,0.599636364,0.719393939,0.833333333,1,0.324848485,0.42,1,0,0.5,1,0,0,0.828729412,0,0,0,0,0,0,0,0,0,0,0,0,0.911764706,0.925333333,0.999272727,0.784727273,0.992
596,"Ejecutivo","Federal","Secretaría de Cultura",0.577434979,0.435,0.719869957,0.2,0.8,0,0,0,0.67,1,0.66,1,1,0,0.628663342,0.741105569,0.833333333,0.916666667,0.473316708,0.46,1,0,0.25,1,0,0.5,0.811076573,0.77,0.5,1,1,1,1,1,0,1,1,1,0,0.588235294,0.929343308,0.996259352,0.817955112,0.973815461
597,"Ejecutivo","Federal","Secretaría de Seguridad y Protección Ciudadana",0.442388281,0.1,0.784776561,0.2,0.8,0,0,0,0,0,0,0,0,0,0.599779781,0.639632968,0.666666667,0.583333333,0.668898905,0.54,1,0,0.25,1,1,0,0.969773342,0.86,0.5,1,1,1,1,1,1,1,1,1,0,1,0.97295557,0.99613651,0.93303284,0.98969736
598,"Ejecutivo","Federal","Secretaría de Hacienda y Crédito Público",0.753393216,0.745,0.761786432,0.52,0.6,1,0,0.5,0.97,1,0.66,1,1,1,0.601793412,0.616322353,1,0.5,0.348967058,0.58,1,1,0.5,1,0,0,0.921779453,0.77,0.5,1,1,1,1,1,0,1,1,1,0,1,0.907965755,0.998045784,0.799553322,0.926298157
599,"Ejecutivo","Federal","Secretaría de Relaciones Exteriores",0.422186323,0.1,0.744372647,0.2,0.8,0,0,0,0,0,0,0,0,0,0.744261751,0.740436251,1,1,0.221308753,0.75,1,1,0.5,1,1,0,0.744483543,0.86,0.5,1,1,1,1,1,1,1,1,1,0,0.588235294,0.803354924,0.997010463,0.506228201,0.906826109
600,"Fideicomiso","Federal","Fideicomiso de Administración y Pago CENEGAS-BACOMEXT Número 10637",0.399111111,0,0.798222222,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.73,0.883333333,0.833333333,0.916666667,0.9,0.5,1,0.5,0,1,0,0.5,0.866444444,0.68,0.5,1,1,1,1,1,0,1,1,0,0,NA,0.990740741,1,0.972222222,1
601,"Fideicomiso","Federal","Fideicomiso de la Comisión Nacional de Hidrocarburos",0.23441358,0,0.46882716,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.411728395,0.686213992,0.833333333,0.916666667,0.308641975,0,0,0,0,0,0,0,0.525925926,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.87654321,1,0.62962963,1
602,"Sindicato","Federal","Sindicato Auténtico de los Trabajadores del Centro de Investigación en Alimentos y Desarrollo",0.361309524,0,0.722619048,0,0,0,0,0,0,0,0,0,0,0,0.566666667,0.944444444,1,1,0.833333333,0,0,0,0,0,0,0,0.878571429,0,0,0,0,0,0,0,0,0,0,0,0,0.928571429,1,1,1,1
603,"Sindicato","Federal","Sindicato de Industrial de Trabajadores Salineros, Marineros, Maquinistas, Cargadores, Similares y Conexos de la Baja California",0.340641026,0,0.681282051,0,0,0,0,0,0,0,0,0,0,0,0.477948718,0.796581197,1,0.833333333,0.556410256,0,0,0,0,0,0,0,0.884615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.974358974,1,0.923076923,1
604,"IES","Federal","Universidad Autónoma Agraria Antonio Narro",0.384129424,0.125,0.643258847,0.25,1,0,0,0,0,0,0,0,0,0,0.535789954,0.672983257,0.833333333,0.75,0.435616438,0.33,1,0,0,1,0,0,0.75072774,0,0,0,0,0,0,0,0,0,0,0,0,0.59375,0.9543379,0.98630137,0.890410959,0.98630137
605,"IES","Federal","Universidad Pedagógica Nacional",0.461101794,0.125,0.797203588,0.25,1,0,0,0,0,0,0,0,0,0,0.728056738,0.686761229,1,0.75,0.310283688,0.79,1,0.5,0.25,1,1,1,0.866350438,0.86,0.5,1,1,1,1,1,1,1,1,1,0,0.852941176,0.874113475,0.989361702,0.643617021,0.989361702
606,"Autónomo","Federal","Banco de México",0.851150681,1,0.702301362,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0.665918192,0.723196986,1,0.75,0.419590958,0.58,1,0.5,0,1,1,0,0.738684533,0,0,0,0,0,0,0,0,0,0,0,0,0.793103448,0.834589164,0.99138859,0.677072121,0.835306781
607,"Autónomo","Federal","Comisión Federal de Competencia Económica",0.677194444,0.615,0.739388889,1,1,1,1,1,0.23,1,0.33,0,0,0,0.676050505,0.766750842,1,1,0.300252525,0.54,1,1,0.25,1,0,0,0.802727273,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.871212121,1,0.689393939,0.924242424
608,"Autónomo","Federal","Comisión Nacional de Derechos Humanos",0.480544759,0.255,0.706089517,0.51,0.8,1,0,0.25,0,0,0,0,0,0,0.628475854,0.60079309,1,0.666666667,0.135712603,0.67,1,1,0,1,1,0,0.78370318,0.86,0.5,1,1,1,1,1,1,1,1,1,0,0.9,0.712838634,0.977385159,0.332862191,0.828268551
609,"Autónomo","Federal","Fiscalía General de la República",0.505874053,0.35,0.661748107,0.7,0.8,1,0,1,0,0,0,0,0,0,0.559433603,0.652389339,1,0.833333333,0.123834684,0.42,1,0,0.5,1,0,0,0.76406261,0.95,0.5,1,1,1,1,1,1,1,1,1,1,0.9375,0.64635435,0.995068686,0.392039451,0.551954914
610,"Autónomo","Federal","Instituto Federal de Telecomunicaciones",0.826373113,0.85,0.802746225,1,1,1,1,1,0.7,1,1,1,1,0,0.730699187,0.664498645,1,0.833333333,0.160162602,0.83,1,1,0.5,1,1,0.5,0.874793264,0.77,0.5,1,1,1,1,1,0,1,1,1,0,1,0.829655439,0.988385598,0.605110337,0.895470383
611,"Autónomo","Federal","Instituto Nacional Electoral",0.66832735,0.565,0.7716547,0.2,0.8,0,0,0,0.93,1,0.33,1,1,1,0.644843819,0.601406366,0.833333333,0.666666667,0.304219097,0.71,1,1,0.25,1,1,0,0.898465581,0.77,0.5,1,1,1,1,1,1,1,1,0,0,1,0.869109302,0.997409326,0.827165063,0.782753516
612,"Autónomo","Federal","Instituto Nacional de Estadística y Geografía",0.641270279,0.565,0.717540558,0.2,0.8,0,0,0,0.93,1,0.33,1,1,1,0.534115336,0.610192226,0.833333333,0.75,0.247243346,0.42,1,0.5,0,1,0,0,0.900965779,0.68,0.5,1,1,1,1,1,0,1,1,0,0,0.966666667,0.904942966,0.996197719,0.730988593,0.987642586
613,"Autónomo","Federal","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",0.422277333,0.125,0.719554667,0.25,1,0,0,0,0,0,0,0,0,0,0.532909333,0.608182222,0.833333333,0.666666667,0.324546667,0.42,1,0.5,0,1,0,0,0.9062,0.77,0.5,1,1,1,1,1,0,1,1,1,0,1,0.882,0.998,0.6552,0.9928
614,"Descentralizado","Federal","Fondo de Cultura Económica",0.530136234,0.365,0.695272467,0.73,0.6,1,1,0.333333333,0,0,0,0,0,0,0.610152778,0.736921296,1,0.833333333,0.377430556,0.42,1,0.5,0,1,0,0,0.780392157,0,0,0,0,0,0,0,0,0,0,0,0,0.823529412,0.888888889,1,0.729166667,0.9375
615,"Descentralizado","Federal","Instituto Mexicano de Tecnología del Agua",0.509754967,0.31,0.709509934,0.62,1,1,0,0.5,0,0,0,0,0,0,0.582596026,0.750993377,1,1,0.252980132,0.33,1,0,0,1,0,0,0.836423841,0,0,0,0,0,0,0,0,0,0,0,0,1,0.894039735,0.986754967,0.715231788,0.98013245
616,"Descentralizado","Federal","Instituto Mexicano de la Juventud",0.581264881,0.39,0.772529762,0.78,0.6,1,1,0.5,0,0,0,0,0,0,0.619454844,0.81242474,1,1,0.43727422,0.33,0,0.5,0.5,0,1,0,0.92560468,0.68,0.5,1,1,1,1,1,0,1,1,0,0,0.9375,0.960591133,1,0.881773399,1
